CUST_ID,TARGET_xgboost,TARGET_gbm,TARGET_rf,TARGET_glm,TARGET_deeplearning,submission$TARGET
13766,0,0,0,0,0,0
13952,1,1,1,1,0,0
13991,0,0,0,0,0,0
14179,0,0,0,1,0,0
14200,1,0,0,1,0,0
14256,0,0,0,0,0,0
14274,0,0,0,0,0,0
14297,0,0,0,0,0,0
14429,0,0,0,0,0,0
14469,0,0,0,1,0,0
14564,1,0,0,1,0,0
14586,0,0,0,0,0,0
14680,0,0,0,0,0,0
14699,1,1,1,1,1,1
14769,0,0,0,0,0,0
14817,0,0,0,0,0,0
14933,0,0,0,1,0,0
14976,0,0,0,0,0,0
14982,1,1,1,1,0,1
15007,0,0,0,0,0,0
15017,0,0,0,0,0,0
15043,0,0,0,0,0,0
15090,0,0,0,0,0,0
15119,0,0,0,0,0,0
15131,0,0,0,0,0,0
15251,0,0,0,0,0,0
15265,0,0,0,0,0,0
15286,0,0,0,0,0,0
15337,0,0,0,0,0,0
15348,0,0,0,1,0,0
15405,0,0,0,1,0,0
15422,0,1,1,1,0,0
15424,0,0,0,0,0,0
15470,0,0,0,1,0,0
15502,1,1,1,1,0,1
15524,0,0,0,0,0,0
15536,0,0,0,0,0,0
15633,0,0,0,0,0,0
15641,0,1,1,1,1,0
15902,0,0,0,0,0,0
15919,1,1,1,1,0,0
15953,0,0,0,0,0,0
15969,0,0,0,1,0,0
15975,0,0,0,0,0,0
16084,1,1,1,1,0,0
16091,0,0,0,1,0,0
16108,0,0,0,0,0,0
16213,0,0,0,0,0,0
16248,0,0,0,0,0,0
16268,1,1,1,1,0,0
16272,0,0,0,0,0,0
16326,0,0,0,0,0,0
16333,0,0,0,0,0,0
16365,0,0,0,0,0,0
16379,1,1,1,1,1,0
16382,0,0,0,0,0,0
16384,0,0,0,0,0,0
16549,0,0,0,0,0,0
16572,0,0,0,0,0,0
16587,0,0,0,0,0,0
16597,1,1,1,1,1,0
16646,0,0,0,0,0,0
16713,0,0,0,0,0,0
16748,0,0,0,0,0,0
16907,0,0,0,0,0,0
16948,0,1,1,1,1,1
16949,0,0,0,1,0,0
17001,0,0,0,0,0,0
17048,0,0,0,0,0,0
17061,0,0,0,0,0,0
17067,1,1,1,1,0,0
17298,0,0,0,0,0,0
17337,0,0,0,0,0,0
17373,0,0,0,0,0,0
17413,0,0,0,0,0,0
17430,1,0,0,1,0,0
17558,1,1,1,1,0,1
17679,0,0,0,0,0,0
17689,0,0,0,0,0,0
17700,0,0,0,1,0,0
17729,0,0,0,0,0,0
17763,1,1,1,1,0,1
17800,0,0,0,0,0,0
17853,0,0,0,0,0,0
17865,1,1,1,1,0,1
18004,1,1,1,1,1,1
18010,1,1,1,1,1,1
18059,0,0,0,0,0,0
18076,0,0,0,0,0,0
18093,0,0,0,1,0,0
18281,0,0,0,1,0,0
18324,0,0,0,0,0,0
18345,0,0,0,1,0,0
18370,0,0,0,0,0,0
18432,0,0,0,0,0,0
18475,0,0,0,0,0,0
18583,0,0,0,0,0,0
18620,0,0,0,0,0,0
18686,0,0,0,0,0,0
18808,0,0,0,0,0,0
18937,0,0,0,0,0,0
18948,0,0,0,0,0,0
18994,0,0,0,0,0,0
19031,0,0,0,0,0,0
19166,0,0,0,0,0,0
19375,0,0,0,0,0,0
19388,0,0,0,0,0,0
19408,1,1,1,1,1,0
19413,1,1,1,1,1,0
19418,1,0,0,0,0,0
19426,0,0,0,0,0,0
19446,0,0,0,0,0,0
19508,0,0,0,0,0,0
19539,0,0,0,0,0,0
19570,0,0,0,1,0,0
19578,0,0,0,0,0,0
19683,1,1,1,1,0,0
19689,0,0,0,1,0,0
19714,0,0,0,0,0,0
19745,0,0,0,0,0,0
19751,0,0,0,0,0,0
19756,0,0,0,0,0,0
19772,0,0,0,0,0,0
19834,0,0,0,0,0,0
19864,0,0,0,0,0,0
19893,0,0,0,0,0,0
19903,0,0,0,0,0,0
19923,0,0,0,0,0,0
19937,0,0,0,0,0,0
19950,0,0,0,0,0,0
19966,0,0,0,0,0,0
20062,0,0,0,0,0,0
20134,0,0,0,0,0,0
20146,0,0,0,1,0,0
20320,0,0,0,0,0,0
20424,0,0,0,0,0,0
20449,0,0,0,0,0,0
20584,0,0,0,0,0,0
20676,0,0,0,0,0,0
20686,0,0,0,0,0,0
20708,0,0,0,0,0,0
20710,0,0,0,0,0,0
20744,0,0,0,0,0,0
20766,0,0,0,0,0,0
20771,0,0,0,0,0,0
20785,0,0,0,0,0,0
20876,0,0,0,0,0,0
20986,0,0,0,0,0,0
21029,1,1,1,1,0,0
21030,0,0,0,1,0,0
21039,1,1,1,1,0,1
21048,0,0,0,0,0,0
21079,0,0,0,0,0,0
21129,0,0,0,0,0,0
21150,0,0,0,0,0,0
21184,0,0,0,0,0,0
21260,0,0,0,0,0,0
21315,0,0,0,0,0,0
21333,0,0,0,0,0,0
21401,0,0,0,0,0,0
21528,0,0,0,0,0,0
21547,0,0,0,0,0,0
21555,0,0,0,0,0,0
21571,0,0,0,1,1,0
21630,0,0,0,0,0,0
21670,0,0,0,0,0,0
21880,0,0,0,1,0,0
21904,0,0,0,0,0,0
21949,0,0,0,0,0,0
22075,0,0,0,0,0,0
22116,0,0,0,0,0,0
22206,0,0,0,0,0,0
22265,0,0,0,0,0,0
22317,0,0,0,0,0,0
22371,0,0,0,0,0,0
22378,0,0,0,0,0,0
22476,0,0,0,0,0,0
22532,0,0,0,0,0,0
22557,0,0,0,0,0,0
22569,0,0,0,0,0,0
22595,0,0,0,0,0,0
22714,0,0,0,0,0,0
22750,0,0,0,0,0,0
22870,0,0,0,0,0,0
22904,0,0,0,0,0,0
22976,0,0,0,0,0,0
23049,0,0,0,0,0,0
23088,0,0,0,0,0,0
23191,0,0,0,1,0,0
23229,0,0,0,0,0,0
23230,0,0,0,0,0,0
23250,0,0,0,0,0,0
23332,0,0,0,0,0,0
23714,0,0,0,0,0,0
23720,0,0,0,0,0,0
23796,0,0,0,0,0,0
23819,0,0,0,0,0,0
23862,0,0,0,0,0,0
23866,0,0,0,0,0,0
23902,0,0,0,1,0,0
23910,0,0,0,0,0,0
23985,0,0,0,0,0,0
24043,0,0,0,0,0,0
24101,0,0,0,0,0,0
24107,0,0,0,1,0,0
24125,0,0,0,0,0,0
24159,0,0,0,1,0,0
24199,0,0,0,0,0,0
24439,0,0,0,0,0,0
24443,0,0,0,0,0,0
24463,0,0,0,0,0,0
24505,0,0,0,0,0,0
24550,0,0,0,0,0,0
24557,1,1,1,1,0,0
24628,0,0,0,0,0,0
24657,0,0,0,0,0,0
24659,0,0,0,0,0,0
24668,0,0,0,0,0,0
24677,0,0,0,0,0,0
24745,0,0,0,0,0,0
24750,0,0,0,0,0,0
24751,0,0,0,0,0,0
24808,0,0,0,0,0,0
24895,0,0,0,0,0,0
24959,0,0,0,0,0,0
25005,0,0,0,0,0,0
25029,0,0,0,0,0,0
25037,0,0,0,0,0,0
25099,0,0,0,0,0,0
25176,0,0,0,0,0,0
25302,0,0,0,0,0,0
25426,0,0,0,1,0,0
25486,0,0,0,0,0,0
25509,0,0,0,0,0,0
25529,0,0,0,0,0,0
25582,0,0,0,0,0,0
25588,0,0,0,0,0,0
25601,0,0,0,0,0,0
25612,0,0,0,0,0,0
25714,0,0,0,0,0,0
25839,0,0,0,0,0,0
25840,0,0,0,0,0,0
25845,0,0,0,0,0,0
25854,1,1,1,1,1,1
25956,1,1,1,1,0,0
25976,0,1,1,1,0,0
25998,0,0,0,1,0,0
26000,0,0,0,0,0,0
26091,0,0,0,0,1,0
26120,0,0,0,0,0,0
26189,0,0,0,0,0,0
26191,0,0,0,0,0,0
26194,0,1,1,1,0,1
26344,0,0,0,0,0,0
26377,0,0,0,0,0,0
26416,0,0,0,0,0,0
26429,1,1,1,1,1,1
26471,0,0,0,1,0,0
26662,0,0,0,0,0,0
26676,0,0,0,0,0,0
26907,0,0,0,0,0,0
26922,0,0,0,1,0,0
26936,0,0,0,0,0,0
27008,0,0,0,0,0,0
27026,0,0,0,0,0,0
27039,0,0,0,0,0,0
27100,0,0,0,0,0,0
27201,1,1,1,1,1,1
27213,0,0,0,0,0,0
27216,1,1,1,1,1,1
27234,0,0,0,0,0,0
27244,0,0,0,0,0,0
27365,0,0,0,0,0,0
27379,0,0,0,0,0,0
27528,0,0,0,0,0,0
27626,0,0,0,0,0,0
27662,0,0,0,0,0,0
27700,0,0,0,0,0,0
27703,0,0,0,0,0,0
27711,0,0,0,0,0,0
27728,0,0,0,1,0,0
27814,0,1,1,1,0,0
27821,0,0,0,0,0,0
27846,0,0,0,1,0,1
27849,0,0,0,1,1,0
27995,0,0,0,0,0,0
28113,0,0,0,0,0,0
28162,0,0,0,0,0,0
28259,0,0,0,0,0,0
28290,0,0,0,0,0,0
28329,0,0,0,0,0,0
28372,0,0,0,0,0,0
28392,0,0,0,0,0,0
28406,0,0,0,0,0,0
28488,0,0,0,0,0,0
28501,0,0,0,0,0,0
28607,0,0,0,0,0,0
28652,0,0,0,0,0,0
28659,1,1,1,1,1,1
28700,0,0,0,0,0,0
28747,1,0,0,1,0,0
28906,0,0,0,1,0,0
28952,0,0,0,0,0,0
29043,0,0,0,0,0,0
29073,0,0,0,0,0,0
29140,1,1,1,1,0,0
29206,0,0,0,0,0,0
29252,1,1,1,1,1,1
29376,0,0,0,0,0,0
29414,0,1,1,1,0,0
29424,0,0,0,1,0,0
29453,0,1,1,1,0,0
29469,0,0,0,0,0,0
29492,1,1,1,1,0,0
29541,0,0,0,0,0,0
29613,0,0,0,1,0,0
29619,0,0,0,0,0,0
29703,0,0,0,0,0,0
29738,0,0,0,0,0,0
29805,0,0,0,0,0,0
29833,0,0,0,0,0,0
29864,0,0,0,0,0,0
29991,0,0,0,0,0,0
30056,0,0,0,0,0,0
30090,0,0,0,1,0,0
30129,0,0,0,0,0,0
30217,1,1,1,1,0,0
30249,0,0,0,0,0,0
30254,0,0,0,1,0,0
30258,0,0,0,0,0,0
30295,1,1,1,1,0,0
30323,1,1,1,1,0,0
30426,1,1,1,1,1,1
30460,0,0,0,1,0,0
30512,0,0,0,0,0,0
30516,0,0,0,0,0,0
30538,0,0,0,0,0,0
30554,0,0,0,0,0,0
30583,0,0,0,0,0,0
30634,0,0,0,0,0,0
30643,0,0,0,0,0,0
30712,0,0,0,0,0,0
30724,0,0,0,0,0,0
30751,0,0,0,0,0,0
30752,0,0,0,0,0,0
30970,0,0,0,0,0,0
31005,0,0,0,0,0,0
31069,0,0,0,0,0,0
31085,0,0,0,0,0,0
31127,0,0,0,0,0,0
31193,0,0,0,0,0,0
31196,0,0,0,1,0,0
31257,0,0,0,0,0,0
31290,0,0,0,0,0,0
31293,0,0,0,0,0,0
31364,0,0,0,0,0,0
31366,0,0,0,0,0,0
31384,0,0,0,0,0,0
31448,0,0,0,0,0,0
31549,0,0,0,0,0,0
31560,0,0,0,0,0,0
31564,0,0,0,0,0,0
31605,0,0,0,0,0,0
31634,0,0,0,0,0,0
31648,0,0,0,0,0,0
31701,0,0,0,0,0,0
31711,1,1,1,1,1,0
31727,0,0,0,0,0,0
31734,0,0,0,1,0,0
31760,0,0,0,0,0,0
31918,0,0,0,1,0,0
31924,0,0,0,0,0,0
31934,0,0,0,0,0,0
31959,0,0,0,0,0,0
32079,0,0,0,0,0,0
32136,0,0,0,0,0,0
32140,0,0,0,1,0,0
32220,0,0,0,0,0,0
32267,0,0,0,0,0,0
32269,0,0,0,0,0,0
32328,0,0,0,0,0,0
32473,0,0,0,0,0,0
32479,0,1,1,0,0,0
32549,0,0,0,0,0,0
32567,0,0,0,0,0,0
32584,0,0,0,0,0,0
32619,0,0,0,0,0,0
32621,0,0,0,0,0,0
32624,0,0,0,0,0,0
32635,1,0,0,1,0,0
32705,0,0,0,0,0,0
32758,0,0,0,0,0,0
32800,0,0,0,0,0,0
32813,0,0,0,0,0,0
32834,0,0,0,0,0,0
33018,0,0,0,0,0,0
33090,0,0,0,0,0,0
33092,0,0,0,0,0,0
33229,0,0,0,1,0,0
33314,0,0,0,0,0,0
33332,0,0,0,1,0,0
33435,0,0,0,0,0,0
33455,0,0,0,0,0,0
33494,0,0,0,0,0,0
33508,0,0,0,0,0,0
33602,0,0,0,0,0,0
33604,1,0,0,0,0,0
33708,1,1,1,1,0,0
33710,0,0,0,0,0,0
33741,0,0,0,0,0,0
34007,0,0,0,0,0,0
34179,1,1,1,1,0,0
34230,0,0,0,0,0,0
34237,0,0,0,1,0,0
34258,0,0,0,0,0,0
34278,0,0,0,0,0,0
34307,0,0,0,1,0,0
34331,0,0,0,0,0,0
34360,1,1,1,1,0,0
34404,0,0,0,0,0,0
34582,0,0,0,0,0,0
34699,0,0,0,0,0,0
34717,0,0,0,0,0,0
34740,0,0,0,1,0,0
34744,0,0,0,0,0,0
34760,0,0,0,0,0,0
34763,1,1,1,1,0,0
34846,0,0,0,0,0,0
34900,0,0,0,0,0,0
34924,0,0,0,1,0,0
35001,0,0,0,0,0,0
35012,0,0,0,1,0,0
35127,0,0,0,0,0,0
35132,0,0,0,1,0,0
35202,0,0,0,0,0,0
35320,0,0,0,0,0,0
35366,0,0,0,1,0,0
35387,0,0,0,0,0,0
35398,0,0,0,0,0,0
35427,0,0,0,0,0,0
35429,0,0,0,0,0,0
35474,1,1,1,1,1,1
35521,1,1,1,1,0,0
35537,0,0,0,0,0,0
35542,0,0,0,0,0,0
35675,0,0,0,1,0,0
35722,0,0,0,0,0,0
35884,0,0,0,0,0,0
35921,0,0,0,0,0,0
35938,0,0,0,0,0,0
35975,0,0,0,0,0,0
35980,0,1,1,1,0,0
36039,0,0,0,0,0,0
36110,0,0,0,0,0,0
36215,0,0,0,0,0,0
36327,0,0,0,0,0,0
36383,1,1,1,1,0,0
36419,0,0,0,0,0,0
36638,0,0,0,0,0,0
36843,0,0,0,0,1,0
36923,0,0,0,0,0,0
36953,0,0,0,0,0,0
36962,0,0,0,0,0,0
36963,0,0,0,0,0,0
37133,0,0,0,1,0,0
37197,0,0,0,0,0,0
37319,0,0,0,0,0,0
37362,0,0,0,1,0,0
37388,0,0,0,0,0,0
37508,0,0,0,0,0,0
37519,0,0,0,0,0,0
37524,0,1,1,1,0,0
37667,0,0,0,0,0,0
37687,0,0,0,0,0,0
37714,0,0,0,0,0,0
37773,0,0,0,0,0,0
37816,0,0,0,0,0,0
37824,0,0,0,0,0,0
37868,0,0,0,0,0,0
37877,0,0,0,0,0,0
37881,0,0,0,0,0,0
37956,0,0,0,0,0,0
37977,0,0,0,0,0,0
38022,0,0,0,0,0,0
38130,0,0,0,0,0,0
38142,0,0,0,0,0,0
38149,1,1,1,1,0,0
38243,1,1,1,1,1,1
38358,0,0,0,0,0,0
38375,1,1,1,1,0,0
38402,0,0,0,0,0,0
38454,0,0,0,0,0,0
38597,0,0,0,0,0,0
38639,0,0,0,1,0,0
38681,1,1,1,1,0,0
38908,0,0,0,0,0,0
38953,0,0,0,0,0,0
39000,0,0,0,0,0,0
39036,0,0,0,0,0,0
39060,0,0,0,0,0,0
39098,0,0,0,0,0,0
39119,1,1,1,1,0,1
39174,0,0,0,0,0,0
39222,0,0,0,0,0,0
39254,0,0,0,0,0,0
39258,0,0,0,0,0,0
39314,0,0,0,1,0,0
39338,0,0,0,0,0,0
39358,0,0,0,0,0,0
39367,0,1,1,1,0,0
39427,0,0,0,1,0,0
39544,0,0,0,0,0,0
39557,0,0,0,0,0,0
39561,0,0,0,0,0,0
39725,1,1,1,1,0,0
39758,1,0,0,1,0,0
39808,0,0,0,0,0,0
39989,0,0,0,0,0,0
40113,0,0,0,0,0,0
40143,0,0,0,0,0,0
40147,0,0,0,0,0,0
40149,0,0,0,0,0,0
40245,0,0,0,0,0,0
40253,1,1,1,1,0,0
40267,0,1,1,1,0,0
40278,1,1,1,1,0,1
40356,0,0,0,0,0,0
40361,0,0,0,0,0,0
40397,0,0,0,0,0,0
40570,0,0,0,0,0,0
40584,0,0,0,1,0,0
40739,0,0,0,0,0,0
40787,0,0,0,1,0,0
40808,0,0,0,0,0,0
40819,0,0,0,0,0,0
40837,0,0,0,0,0,0
40843,0,0,0,0,0,0
40873,0,0,0,0,0,0
40930,0,0,0,0,0,0
40947,0,0,0,0,0,0
40966,0,0,0,0,0,0
41049,1,1,1,1,0,0
41111,0,0,0,0,0,0
41145,0,0,0,0,0,0
41189,0,0,0,0,0,0
41250,0,0,0,1,0,0
41283,0,0,0,0,0,0
41332,0,0,0,0,0,0
41355,1,1,1,0,0,0
41362,0,0,0,0,0,0
41427,0,0,0,1,0,0
41434,0,0,0,1,0,0
41467,0,0,0,0,0,0
41590,0,0,0,0,0,0
41672,1,1,1,1,0,1
41699,0,0,0,0,0,0
41738,0,0,0,0,0,0
41741,0,0,0,0,0,0
41749,1,1,1,1,1,1
41768,0,0,0,0,0,0
41836,1,1,1,1,0,0
41860,0,0,0,0,0,0
41912,0,0,0,0,0,0
42178,0,0,0,0,0,0
42199,0,0,0,0,0,0
42248,0,0,0,0,0,0
42340,0,0,0,1,0,0
42425,0,0,0,0,0,0
42451,0,0,0,0,0,0
42456,0,0,0,1,0,0
42467,0,0,0,0,0,0
42511,0,0,0,0,0,0
42520,0,0,0,0,0,0
42544,0,0,0,1,0,0
42605,0,0,0,0,0,0
42633,0,0,0,0,0,0
42695,0,0,0,0,0,0
42720,0,0,0,0,0,0
42736,0,0,0,0,0,0
42740,0,0,0,1,0,0
42769,0,0,0,0,0,0
42782,0,0,0,0,0,0
42809,0,0,0,0,0,0
42855,0,0,0,0,0,0
42919,0,0,0,0,0,0
42984,0,0,0,0,0,0
43052,0,0,0,0,0,0
43072,0,0,0,0,0,0
43080,0,0,0,0,0,0
43102,0,0,0,0,0,0
43130,0,0,0,1,0,0
43162,0,0,0,0,0,0
43391,0,0,0,0,0,0
43396,0,0,0,1,1,0
43435,1,1,1,1,0,0
43476,0,0,0,0,0,0
43607,0,0,0,0,0,0
43643,0,1,1,1,0,0
43884,0,0,0,0,0,0
43911,0,0,0,0,0,0
43971,1,1,1,1,0,0
44010,0,0,0,1,0,0
44075,0,0,0,0,0,0
44080,0,0,0,0,0,0
44215,1,0,0,1,0,0
44271,1,1,1,1,0,0
44336,0,0,0,1,0,0
44384,0,0,0,0,0,0
44455,0,1,1,1,1,0
44534,0,0,0,0,0,0
44549,0,0,0,0,0,0
44577,0,0,0,0,0,0
44608,0,0,0,0,0,0
44640,0,1,1,1,0,0
44666,0,0,0,0,0,0
44674,0,0,0,0,0,0
44711,0,0,0,0,0,0
44763,0,0,0,0,0,0
44789,0,0,0,0,0,0
45003,0,0,0,0,0,0
45013,0,0,0,0,0,0
45083,0,0,0,0,0,0
45095,0,0,0,0,0,0
45105,0,0,0,0,0,0
45194,0,0,0,0,0,0
45205,1,1,1,1,0,0
45207,0,0,0,0,0,0
45230,0,0,0,0,0,0
45238,0,0,0,0,0,0
45269,1,1,1,1,1,0
45333,0,0,0,0,0,0
45339,0,0,0,0,0,0
45415,0,0,0,0,0,0
45441,0,0,0,0,0,0
45546,0,0,0,0,0,0
45572,0,0,0,0,0,0
45600,0,0,0,0,0,0
45617,0,0,0,0,0,0
45646,1,1,1,1,1,1
45654,0,0,0,0,0,0
45739,0,1,1,1,0,0
45761,0,1,1,1,0,0
45769,0,0,0,0,0,0
45788,0,0,0,0,0,0
45796,0,0,0,1,0,0
45830,0,0,0,0,0,0
45867,0,0,0,0,0,0
45885,1,1,1,1,1,1
45930,0,0,0,1,0,0
45947,0,0,0,0,0,0
46043,0,0,0,0,0,0
46126,1,1,1,1,0,1
46270,0,0,0,0,0,0
46274,0,0,0,0,0,0
46324,0,0,0,0,0,0
46446,0,0,0,1,0,0
46520,0,0,0,0,0,0
46549,0,0,0,0,0,0
46554,0,0,0,0,0,0
46612,0,1,1,0,0,0
46636,0,0,0,0,0,0
46658,0,0,0,0,0,0
46661,0,0,0,0,0,0
